MasterObjectID,objectid,parentid,location,mining_district,identifier,additional_locations,objecttype_name,objectsubtype_name,author,maptype_name,title,description,date,type_name,format_id,source_name,identifier_name,language_name,rights_name,rights_link,display_name,object_location,image_small,image_thumb,subject
131,bea002,,Night Owl,Bloody Dick,001-02-01,,Map,Map,,Survey Map,"Survey Map of Silver Bow, Night Owl, and Baltic Claims in Beaverhead County","Survey Map of T9/10 South Range 14 West and Sections 32,33/ 4,5",,Image;StillImage,image/jpeg,MBMG Archives,mbmg217,en,In Copyright,https://rightsstatements.org/page/InC-EDU/1.0/?language=en,image,/objects/001_02_01_Beaverhead_Location_T9_10S_R14W_Silver_Bow_Night_Owl_Baltic.jpg,/objects/small/001_02_01_beaverhead_location_t9_10s_r14w_silver_bow_night_owl_baltic_sm.jpg,/objects/thumbs/001_02_01_beaverhead_location_t9_10s_r14w_silver_bow_night_owl_baltic_th.jpg,Underground Map; Abandoned
132,bea003,,Night Owl,Bloody Dick,001-02-02,,Map,Survey,Lloyd G. Gage,Survey Map,"Preliminary Plat Survey No. 9273 Map of Silver Bow, Night Owl, and Baltic Claims in Beaverhead County","Survey of Silver Bow, Baltic, and Night Owl Claims with lode lines",9/26/1911,Image;StillImage,image/jpeg,MBMG Archives,mbmg217,en,No Copyright,https://rightsstatements.org/page/NoC-US/1.0/?language=en,image,/objects/001_02_02_Beaverhead_Location_Survey_9273_Silver_Bow_Night_Owl_Baltic.jpg,/objects/small/001_02_02_beaverhead_location_survey_9273_silver_bow_night_owl_baltic_sm.jpg,/objects/thumbs/001_02_02_beaverhead_location_survey_9273_silver_bow_night_owl_baltic_th.jpg,Abandoned
133,bea004,,Saginaw,Saginaw,001-02-03,,Map,Survey,Robert F. Scott,Survey Map,Survey No. 9860 T7S R15 W Section 16 Saginaw Lode,Survey No. 9860 T7S R15 W Section 16 Saginaw Lode U.S Mineral Survey,12/13/1915,Image;StillImage,image/jpeg,MBMG Archives,mbmg217,en,No Copyright,https://rightsstatements.org/page/NoC-US/1.0/?language=en,image,/objects/001_02_03_Beaverhead_Location_Saginaw_Lode_Survey_9860_1915_Page_1.jpg,/objects/small/001_02_03_beaverhead_location_saginaw_lode_survey_9860_1915_page_1_sm.jpg,/objects/thumbs/001_02_03_beaverhead_location_saginaw_lode_survey_9860_1915_page_1_th.jpg,Survey Map; Abandoned
150,bea005,,Thistle,Argenta,001-02-04,,Map,Survey,Robert F. Scott,Survey Map,"Frac. T 7 S, R 15 W ","Survey of Saginaw, including Sections 9, 10, 15, 16 by the U.S. Mineral Monument No. 9860",12/12/1915,Image;StillImage,image/jpeg,MBMG Archives,mbmg217,en,No Copyright,https://rightsstatements.org/page/NoC-US/1.0/?language=en,image,/objects/001_02_04_Beaverhead_Location_Fract_T7S_R15W_US_Mineral_Monument_9860_R_F_Scott_1915.jpg,/objects/small/001_02_04_beaverhead_location_fract_t7s_r15w_us_mineral_monument_9860_r_f_scott_1915_sm.jpg,/objects/thumbs/001_02_04_beaverhead_location_fract_t7s_r15w_us_mineral_monument_9860_r_f_scott_1915_th.jpg,Abandoned
158,bea006,,Thistle,Argenta,,,Map,Survey,Robert F. Scott,Survey Map,"Survey No. 9860 U.S Mineral Monument Fract. T7 S, R15 W","Surveyed but not yet approved by the U.S. Mineral Surveyor of section 9, 10, and 15, 16",12/12/1915,Image;StillImage,image/jpeg,MBMG Archives,mbmg217,en,No Copyright,https://rightsstatements.org/page/NoC-US/1.0/?language=en,image,/objects/001_02_06_Beaverhead_Location_Plat_Survey_9847_E_J_Ripley_1917.jpg,/objects/small/001_02_06_beaverhead_location_plat_survey_9847_e_j_ripley_1917_sm.jpg,/objects/thumbs/001_02_06_beaverhead_location_plat_survey_9847_e_j_ripley_1917_th.jpg,Underground Map;Lode
49,bea001,,Idanha,Elkhorn,001-02-06,Boston No. 2; Aspen No. 2; Idanha No. 2; Red Top No. 2; Red Top; Idanha; Aspen; Boston; Grotto; Dubious; White Seal Fraction: Leap Year; Central,Map,Survey,Henry Gerharz,Survey Map,Mineral Survey 9847,"Mineral Survey of 9847 claims known as the Boston No. 2, Aspen No. 2, Idanha No. 2, Red Top No. 2, Red Top, Idanha, Aspen, Boston, Grotto, Dubious, White Seal Fraction, Leap Year, and Central Lodes",2/28/1917,Image;StillImage,image/jpeg,MBMG Archives,mbmg217,en,No Copyright,https://rightsstatements.org/page/NoC-US/1.0/?language=en,image,/objects/001_03_02_Beaverhead_Location_Carroll_Placer_Survey_4042_Melrose_District_T1S_R10W.jpg,/objects/small/001_03_02_beaverhead_location_carroll_placer_survey_4042_melrose_district_t1s_r10w_sm.jpg,/objects/thumbs/001_03_02_beaverhead_location_carroll_placer_survey_4042_melrose_district_t1s_r10w_th.jpg,Discovery; Mining; Claim Map; Location Map; Subsurface Map; Underground Map; Lode; Edgar J Strasburger; Henry Gerharz
620,bea038,,Carroll Placer,Quartz Hill; Melrose,,,Map,Survey,,Survey Map,Carroll Placer Survey ,"Survey No. 4042 with other properties listed over placer. Located in Melrose District at T1S, R10W and landmarks of a street and river.",,Image;StillImage,image/jpeg,MBMG Archives,mbmg217,en,In Copyright,https://rightsstatements.org/page/InC-EDU/1.0/?language=en,image,/objects/001_03_03_Beaverhead_Location_Carroll_Placer_Survey_4042.jpg,/objects/small/001_03_03_beaverhead_location_carroll_placer_survey_4042_sm.jpg,/objects/thumbs/001_03_03_beaverhead_location_carroll_placer_survey_4042_th.jpg,Abandoned
621,bea039,,Carroll Placer,Quartz Hill,,,Map,Survey,,Survey Map,Carroll Placer Survey Lat Long Notes,"Survey No. 4042 with extra longitudinal notes, properties over the placer with owner names.",,Image;StillImage,image/jpeg,MBMG Archives,mbmg217,en,In Copyright,https://rightsstatements.org/page/InC-EDU/1.0/?language=en,image,/objects/001_03_07_Beaverhead_Underground_Cross_Sec_North_Half_Proposed_Exploration_Hand_Mine_1955.jpg,/objects/small/001_03_07_beaverhead_underground_cross_sec_north_half_proposed_exploration_hand_mine_1955_sm.jpg,/objects/thumbs/001_03_07_beaverhead_underground_cross_sec_north_half_proposed_exploration_hand_mine_1955_th.jpg,Abandoned
288,bea007,,Hand Mine,Argenta,001-03-07,,Map,Map,,Cross Section,"North Half Plan Proposed Exploration at Hand Mine Dillon, Montana",Cross Section N54070 of Drill Holes submitted to DMEA,6/1/1955,Image;StillImage,image/jpeg,MBMG Archives,mbmg217,en,In Copyright,https://rightsstatements.org/page/InC-EDU/1.0/?language=en,image,/objects/001_03_08_Beaverhead_Hand_Mine_Geochem_Argenta_District_Surface_and_Underground_1969.jpg,/objects/small/001_03_08_beaverhead_hand_mine_geochem_argenta_district_surface_and_underground_1969_sm.jpg,/objects/thumbs/001_03_08_beaverhead_hand_mine_geochem_argenta_district_surface_and_underground_1969_th.jpg,Exploration;Cross Section;Abandoned;
289,bea008,,Hand Mine,Argenta,001-03-08,,Map,Map,,Geochemical Map,Hand Mine Geochem Map 1969,"Geochemical including Surface soil samples, rock samples, and underground rock samples focusing on lead, copper, and zinc",1/17/1969,Image;StillImage,image/jpeg,MBMG Archives,mbmg217,en,In Copyright,https://rightsstatements.org/page/InC-EDU/1.0/?language=en,image,/objects/001_03_09_Beaverhead_Assay_Underground_Composite_Producing_Structures_Hand_Mind_1966.jpg,/objects/small/001_03_09_beaverhead_assay_underground_composite_producing_structures_hand_mind_1966_sm.jpg,/objects/thumbs/001_03_09_beaverhead_assay_underground_composite_producing_structures_hand_mind_1966_th.jpg,Copper; Lead; Zinc;Sampling;Geochemical Map; Sample Map;Abandoned;
290,bea009,,Hand Mine,Argenta,001-03-09,,Map,Map,,Plan View Map,Composite Plan Map of Hand Mine,Showing producing structures and wall rock assays,1/1/1966,Image;StillImage,image/jpeg,MBMG Archives,mbmg217,en,In Copyright,https://rightsstatements.org/page/InC-EDU/1.0/?language=en,image,/objects/001_03_10_Maps_Assay_Mauldin_Mine_Argenta_B_Hand.jpg,/objects/small/001_03_10_maps_assay_mauldin_mine_argenta_b_hand_sm.jpg,/objects/thumbs/001_03_10_maps_assay_mauldin_mine_argenta_b_hand_th.jpg,Iron; Limestone;Planning;Assay Map; Composite Map; Underground Map;Abandoned; Lode;
291,bea010,,Hand Mine,Argenta,001-03-10,,Map,Assay,Bill Hand,Assay Map,Mauldin Mine with Analytic Results,Plotted relative to geology underground focusing on lead,,Image;StillImage,image/jpeg,MBMG Archives,mbmg217,en,In Copyright,https://rightsstatements.org/page/InC-EDU/1.0/?language=en,image,/objects/001_04_01_Beaverhead_Hand_Mine_Longitudinal_Section_4_Vein_1966.jpg,/objects/small/001_04_01_beaverhead_hand_mine_longitudinal_section_4_vein_1966_sm.jpg,/objects/thumbs/001_04_01_beaverhead_hand_mine_longitudinal_section_4_vein_1966_th.jpg,Lead;Assay Map; Underground Map;Abandoned;Bill Hand;
292,bea011,,Hand Mine,Argenta,001-04-01,,Map,Assay,,Cross Section Map,Longitudinal Section No. 4 Vein,Cross Section with assay on Hand Mine projected on vertical North-South plane,1/1/1966,Image;StillImage,image/jpeg,MBMG Archives,mbmg217,en,In Copyright,https://rightsstatements.org/page/InC-EDU/1.0/?language=en,image,/objects/001_04_02_Beaverhead_Hand_Mine_Longitudinal_Section_7_Vein_1966.jpg,/objects/small/001_04_02_beaverhead_hand_mine_longitudinal_section_7_vein_1966_sm.jpg,/objects/thumbs/001_04_02_beaverhead_hand_mine_longitudinal_section_7_vein_1966_th.jpg,Assay Map; Longitudinal Section; Underground Map;Abandoned;
293,bea012,,Hand Mine,Argenta,001-04-02,,Map,Map,,Longitudinal Section,Longitudinal Sectio No. 7 Vein,Hand Mine workings projected on vertical North-South plane looking East,1/1/1966,Image;StillImage,image/jpeg,MBMG Archives,mbmg217,en,In Copyright,https://rightsstatements.org/page/InC-EDU/1.0/?language=en,image,/objects/001_04_03_Beaverhead_Hand_Mine_Longitudinal_Section_11_Vein_1966.jpg,/objects/small/001_04_03_beaverhead_hand_mine_longitudinal_section_11_vein_1966_sm.jpg,/objects/thumbs/001_04_03_beaverhead_hand_mine_longitudinal_section_11_vein_1966_th.jpg,Copper; Gold; Lead; Silver; Zinc;Assay Map; Underground Map;Abandoned;
294,bea013,,Hand Mine,Argenta,001-04-03,,Map,Map,,Longitudinal Section,Longitudinal Section No. 11,Cross Section with assay on Hand Mine projected on vertical North-South plane looking east,1/1/1966,Image;StillImage,image/jpeg,MBMG Archives,mbmg217,en,In Copyright,https://rightsstatements.org/page/InC-EDU/1.0/?language=en,image,/objects/001_04_04_Beaverhead_Hand_Mine_Longitudinal_Section_15_Vein_1966.jpg,/objects/small/001_04_04_beaverhead_hand_mine_longitudinal_section_15_vein_1966_sm.jpg,/objects/thumbs/001_04_04_beaverhead_hand_mine_longitudinal_section_15_vein_1966_th.jpg,Copper; Gold; Lead; Silver; Zinc;Assay Map; Underground Map; Workings Map;Abandoned;
295,bea014,,Hand Mine,Argenta,001-04-04,,Map,Map,,Longitudinal Section,Longitudinal Section No. 15,Cross Section with assay on Hand Mine projected on vertical North-South plane looking east,1/1/1966,Image;StillImage,image/jpeg,MBMG Archives,mbmg217,en,In Copyright,https://rightsstatements.org/page/InC-EDU/1.0/?language=en,image,/objects/001_04_05_Beaverhead_Ajax_Mine_Survey_Ajax_District.jpg,/objects/small/001_04_05_beaverhead_ajax_mine_survey_ajax_district_sm.jpg,/objects/thumbs/001_04_05_beaverhead_ajax_mine_survey_ajax_district_th.jpg,Copper; Gold; Lead; Silver; Zinc;Assay Map; Underground Map; Workings Map;Abandoned;
296,bea015,,Ajax,Ajax,,,Map,Map,,Survey Map,Ajax Mine Ajax District Survey,"Survey of Ajax District showing the continental divide, Idaho border, Tripple J claim, Hattie and Erma, Edna and Edith, Ajax Lode, and Ajax Extension",,Image;StillImage,image/jpeg,MBMG Archives,mbmg217,en,In Copyright,https://rightsstatements.org/page/InC-EDU/1.0/?language=en,image,/objects/001_04_06_Beaverhead_Ajax_Mine_Underground_Ajax_District.jpg,/objects/small/001_04_06_beaverhead_ajax_mine_underground_ajax_district_sm.jpg,/objects/thumbs/001_04_06_beaverhead_ajax_mine_underground_ajax_district_th.jpg,Abandoned
297,bea016,,Ajax,Ajax,,,Map,Map,,Geochemical Map,Underground Geochemical Assay of Ajax Mine,Underground Geochemical Assay of Ajax Mine,,Image;StillImage,image/jpeg,MBMG Archives,mbmg217,en,In Copyright,https://rightsstatements.org/page/InC-EDU/1.0/?language=en,image,/objects/001_04_07_Beaverhead_Ajax_Mine_Underground_Level_583.jpg,/objects/small/001_04_07_beaverhead_ajax_mine_underground_level_583_sm.jpg,/objects/thumbs/001_04_07_beaverhead_ajax_mine_underground_level_583_th.jpg,Abandoned
298,bea017,,Ajax,Ajax,,,Map,Map,,Underground Map,Under Ground Level 583 Ajax Mine,Under Ground Level 583 Ajax Mine,,Image;StillImage,image/jpeg,MBMG Archives,mbmg217,en,In Copyright,https://rightsstatements.org/page/InC-EDU/1.0/?language=en,image,/objects/001_04_08_Beaverhead_Ajax_Mine_Underground_Elevation_6105.jpg,/objects/small/001_04_08_beaverhead_ajax_mine_underground_elevation_6105_sm.jpg,/objects/thumbs/001_04_08_beaverhead_ajax_mine_underground_elevation_6105_th.jpg,Abandoned
461,bea018,,Ajax,Ajax,,,Map,Map,,Underground Map,Underground Elevation 6105.5 Ajax Mine,Underground Elevation 6105.5 to 6107.9 Ajax Mine,,Image;StillImage,image/jpeg,MBMG Archives,mbmg217,en,In Copyright,https://rightsstatements.org/page/InC-EDU/1.0/?language=en,image,/objects/001_04_09_Beaverhead_Ajax_Mine_Underground_Elevation_6497.jpg,/objects/small/001_04_09_beaverhead_ajax_mine_underground_elevation_6497_sm.jpg,/objects/thumbs/001_04_09_beaverhead_ajax_mine_underground_elevation_6497_th.jpg,Abandoned
462,bea019,,Ajax,Ajax,,,Map,Map,,Underground Map,Underground Elevation 6497.96 Ajax Mine,Underground Elevation 6497.96 Ajax Mine,,Image;StillImage,image/jpeg,MBMG Archives,mbmg217,en,In Copyright,https://rightsstatements.org/page/InC-EDU/1.0/?language=en,image,/objects/001_04_10_Maps_Ajax_Mine_Underground_Thomson_300_Elevation_6420.jpg,/objects/small/001_04_10_maps_ajax_mine_underground_thomson_300_elevation_6420_sm.jpg,/objects/thumbs/001_04_10_maps_ajax_mine_underground_thomson_300_elevation_6420_th.jpg,Abandoned
463,bea020,,Ajax,Ajax,,,Map,Map,,Underground Map,Underground Thomson 300 Elevation 6420.75 Ajax Mine,Underground Thomson 300 Elevation 6420.75 Ajax Mine Elevation from 6403.5-6422.3,,Image;StillImage,image/jpeg,MBMG Archives,mbmg217,en,In Copyright,https://rightsstatements.org/page/InC-EDU/1.0/?language=en,image,/objects/001_05_01_Beaverhead_Hand_Mine_Geochem_Travers_K_T_B_1968.jpg,/objects/small/001_05_01_beaverhead_hand_mine_geochem_travers_k_t_b_1968_sm.jpg,/objects/thumbs/001_05_01_beaverhead_hand_mine_geochem_travers_k_t_b_1968_th.jpg,Abandoned
464,bea021,,Hand Mine,Argenta,,,Map,Map,K.T.B. and W.M. Hand,Underground Map,Hand Mine Geochem Traverse,"Geochem Travers including Copper, Lead, and Zinc",5/24/1968,Image;StillImage,image/jpeg,MBMG Archives,mbmg217,en,In Copyright,https://rightsstatements.org/page/InC-EDU/1.0/?language=en,image,/objects/001_05_05_Beaverhead_Hand_Mine_Level_5885_Geochemical_Traverse_Page_1.jpg,/objects/small/001_05_05_beaverhead_hand_mine_level_5885_geochemical_traverse_page_1_sm.jpg,/objects/thumbs/001_05_05_beaverhead_hand_mine_level_5885_geochemical_traverse_page_1_th.jpg,Abandoned
465,bea022,,Hand Mine,Argenta,,,Map,Map,,Geochemical Map,Hand Mine Level 5885 Geochem Traverse,"Hand Mine Level 5885 Geochem Traverse of lead, copper, and zinc",,Image;StillImage,image/jpeg,MBMG Archives,mbmg217,en,In Copyright,https://rightsstatements.org/page/InC-EDU/1.0/?language=en,image,/objects/001_05_06_Beaverhead_Hand_Mine_Level_5885_Geochemical_Traverse_Page_2.jpg,/objects/small/001_05_06_beaverhead_hand_mine_level_5885_geochemical_traverse_page_2_sm.jpg,/objects/thumbs/001_05_06_beaverhead_hand_mine_level_5885_geochemical_traverse_page_2_th.jpg,Abandoned
466,bea023,,Hand Mine,Argenta,,,Map,Map,,Geochemical Map,Hand Mine Level 5885 Geochem Traverse Page 2,"Hand Mine Level 5885 Geochem Traverse of lead, zinc, and copper",,Image;StillImage,image/jpeg,MBMG Archives,mbmg217,en,In Copyright,https://rightsstatements.org/page/InC-EDU/1.0/?language=en,image,/objects/001_05_07_01_Beaverhead_Hand_Mine_General_Land_Package_and_Geochem.jpg,/objects/small/001_05_07_01_beaverhead_hand_mine_general_land_package_and_geochem_sm.jpg,/objects/thumbs/001_05_07_01_beaverhead_hand_mine_general_land_package_and_geochem_th.jpg,Abandoned
573,bea029,,Hand Mine,Argenta,,,Map,Map,,Location Map,General Land Package Hand Mine Composite,The Parent Object of the Hand Mine general land package that contains survey information Geochem maps and plan maps,7/3/1978,Image;StillImage,image/jpeg,MBMG Archives,mbmg217,en,In Copyright,https://rightsstatements.org/page/InC-EDU/1.0/?language=en,image,/objects/001_05_07_02_Beaverhead_Hand_Mine_Areomagnetic_Survey.jpg,/objects/small/001_05_07_02_beaverhead_hand_mine_areomagnetic_survey_sm.jpg,/objects/thumbs/001_05_07_02_beaverhead_hand_mine_areomagnetic_survey_th.jpg,Abandoned
574,bea030,,Hand Mine,Argenta,,,Map,Map,,Survey Map,General Land Package and Geochem Hand Mine ,Part of the General Land Package parent object,7/8/1978,Image;StillImage,image/jpeg,MBMG Archives,mbmg217,en,In Copyright,https://rightsstatements.org/page/InC-EDU/1.0/?language=en,image,/objects/001_05_07_03_Beaverhead_Geologic-Mine_of_Argenta.jpg,/objects/small/001_05_07_03_beaverhead_geologic-mine_of_argenta_sm.jpg,/objects/thumbs/001_05_07_03_beaverhead_geologic-mine_of_argenta_th.jpg,Abandoned
575,bea031,,Hand Mine,Argenta,,,Map,Map,Bill Hand,Other Map,Aeromagnetic Survey of Hand Mine,"Part of General Land Package Hand Mine, plan map showing results of copper rang aeromagnetic survey to which was later added induced Polarity Lines in 1967 T6S-R10W T6S-R11W T7S-R10W and T7S-R11W Plate I",7/3/1978,Image;StillImage,image/jpeg,MBMG Archives,mbmg217,en,In Copyright,https://rightsstatements.org/page/InC-EDU/1.0/?language=en,image,/objects/001_05_07_04_Beaverhead_Dipole_Dipole_Array.jpg,/objects/small/001_05_07_04_beaverhead_dipole_dipole_array_sm.jpg,/objects/thumbs/001_05_07_04_beaverhead_dipole_dipole_array_th.jpg,Abandoned
576,bea032,,Hand Mine,Argenta,,,Map,Map,Bill Hand,Geologic Map,Geology Map of Argenta,"Child pf General Land Package Hand Mine Plate I T6S, R10W- T7S, R10W-T6S, R11W",7/3/1973,Image;StillImage,image/jpeg,MBMG Archives,mbmg217,en,In Copyright,https://rightsstatements.org/page/InC-EDU/1.0/?language=en,image,/objects/001_05_07_05_Beaverhead_CSM_Geology_Map.jpg,/objects/small/001_05_07_05_beaverhead_csm_geology_map_sm.jpg,/objects/thumbs/001_05_07_05_beaverhead_csm_geology_map_th.jpg,Abandoned
577,bea033,,Hand Mine,Argenta,,,Map,Other,Bill Hand,Other Map,Data Section of Dipole-Dipole Arrays Hand Mine,"Child of General Land Mine Hand Mine, including line 3,4 and, 5 data sections. There is also induced polarity, Resistivity Ohm meters, and Metal factors",7/3/1978,Image;StillImage,image/jpeg,MBMG Archives,mbmg217,en,In Copyright,https://rightsstatements.org/page/InC-EDU/1.0/?language=en,image,/objects/001_05_07_06_Beaverhead_Sampling_Hand_Mine_Campbell_and_Iron_Tunnels_Elevation_5920_1978.jpg,/objects/small/001_05_07_06_beaverhead_sampling_hand_mine_campbell_and_iron_tunnels_elevation_5920_1978_sm.jpg,/objects/thumbs/001_05_07_06_beaverhead_sampling_hand_mine_campbell_and_iron_tunnels_elevation_5920_1978_th.jpg,Abandoned
579,bea034,,Hand Mine,Argenta,,,Map,Map,Bill Hand,Geologic Map,CSM Geology Map Hand Mind,Child of General Land Package Hand Mine containing Plate G,7/3/1978,Image;StillImage,image/jpeg,MBMG Archives,mbmg217,en,In Copyright,https://rightsstatements.org/page/InC-EDU/1.0/?language=en,image,/objects/001_05_07_07_Beaverhead_Assay_Plan_Map_5885_Level.jpg,/objects/small/001_05_07_07_beaverhead_assay_plan_map_5885_level_sm.jpg,/objects/thumbs/001_05_07_07_beaverhead_assay_plan_map_5885_level_th.jpg,Abandoned
581,bea035,,Hand Mine,Argenta,,,Map,Map,Bill Hand,Sample Map,Sample Map Hand Mine,"Child of General Land Package Hand Mine contains Sampling from Iron Mountain Tunnel at 5700 Level and Campbell Tunnel at 5920 elevation. Plates D, E, and F",7/3/1978,Image;StillImage,image/jpeg,MBMG Archives,mbmg217,en,In Copyright,https://rightsstatements.org/page/InC-EDU/1.0/?language=en,image,/objects/001_05_07_08_Beaverhead_Dipole_Dipole_Array_Geochem_Plan_Map.jpg,/objects/small/001_05_07_08_beaverhead_dipole_dipole_array_geochem_plan_map_sm.jpg,/objects/thumbs/001_05_07_08_beaverhead_dipole_dipole_array_geochem_plan_map_th.jpg,Abandoned
583,bea036,,Hand Mine,Argenta,,,Map,Map,Bill Hand,Assay Map,Assay Plan Map 5885 Level Hand Mine,Child of General Land Package of Hand Mine Plate C-1,,Image;StillImage,image/jpeg,MBMG Archives,mbmg217,en,In Copyright,https://rightsstatements.org/page/InC-EDU/1.0/?language=en,image,/objects/001_05_07_09_Beaverhead_Composite_Page_1.jpg,/objects/small/001_05_07_09_beaverhead_composite_page_1_sm.jpg,/objects/thumbs/001_05_07_09_beaverhead_composite_page_1_th.jpg,Abandoned
584,bea037,,Hand Mine,Argenta,,,Map,Map,Bill Hand,Geochemical Map,Dipole-Dipole Array and Geochem Plan Map Hand Mine,"Child of General Land Package of Hand Mine. Geo-Chem Cu-Mo Plan Map showing southern-ditch-trench copper range 1967 of Plate H and Data section with induced polarity of resistivity ohm-meters, percent frequency effect, and metal factor",7/3/1978,Image;StillImage,image/jpeg,MBMG Archives,mbmg217,en,In Copyright,https://rightsstatements.org/page/InC-EDU/1.0/?language=en,image,/objects/001_05_07_10_Beaverhead_Composite_Page_2.jpg,/objects/small/001_05_07_10_beaverhead_composite_page_2_sm.jpg,/objects/thumbs/001_05_07_10_beaverhead_composite_page_2_th.jpg,Abandoned
467,bea024,,Hand Mine,Argenta,,,Map,Map,,Assay Map,Hand Mine Haulage Level Elevation 6355,Assay map of Hand Mine Haulage Level Elevation 6355,7/1/1970,Image;StillImage,image/jpeg,MBMG Archives,mbmg217,en,In Copyright,https://rightsstatements.org/page/InC-EDU/1.0/?language=en,image,/objects/001_05_07_11_Beaverhead_Composite_Page_3.jpg,/objects/small/001_05_07_11_beaverhead_composite_page_3_sm.jpg,/objects/thumbs/001_05_07_11_beaverhead_composite_page_3_th.jpg,Abandoned
468,bea025,,Iron Mountain,Argenta,,,Map,Map,John Hand,Survey Map,Iron Mountain Survey No. 2485,Iron mountain survey with underground workings and overlap with Day Light Mine,,Image;StillImage,image/jpeg,MBMG Archives,mbmg217,en,In Copyright,https://rightsstatements.org/page/InC-EDU/1.0/?language=en,image,/objects/001_05_07_12_Beaverhead_Composite_Page_4.jpg,/objects/small/001_05_07_12_beaverhead_composite_page_4_sm.jpg,/objects/thumbs/001_05_07_12_beaverhead_composite_page_4_th.jpg,Abandoned
469,bea026,,Hand Mine,Argenta,,,Map,Map,,Underground Map,001_06_02_Maps_Underground_Geologic_Plan_5885_Level_Hand_Mine,001_06_02_Maps_Underground_Geologic_Plan_5885_Level_Hand_Mine,,Image;StillImage,image/jpeg,MBMG Archives,mbmg217,en,In Copyright,https://rightsstatements.org/page/InC-EDU/1.0/?language=en,image,/objects/001_05_08_Beaverhead_Assay_Hand_Mine_Haulage_Land_Elevation_6355_1970.jpg,/objects/small/001_05_08_beaverhead_assay_hand_mine_haulage_land_elevation_6355_1970_sm.jpg,/objects/thumbs/001_05_08_beaverhead_assay_hand_mine_haulage_land_elevation_6355_1970_th.jpg,Abandoned
622,bea040,,Hand Mine,Argenta,,,Map,Map,,Underground Map,Plan of 5885 Level Hand Mine,"Underground plan of workings including alterations, limestone, and mineral compositions. Refence to previous name of Mauldin reference",,Image;StillImage,image/jpeg,MBMG Archives,mbmg217,en,In Copyright,https://rightsstatements.org/page/InC-EDU/1.0/?language=en,image,/objects/001_05_09_Maps_Survey_2485_Argenta_J_Hand.jpg,/objects/small/001_05_09_maps_survey_2485_argenta_j_hand_sm.jpg,/objects/thumbs/001_05_09_maps_survey_2485_argenta_j_hand_th.jpg,Abandoned
470,bea027,,Hand Mine,Argenta,,,Map,Map,Bill Hand,Underground Map,Plan of Exploration and Development at Hand Mine 5700 Level ,Plan of exploration and development at Hand Mine 5700 Level ,3/1/1963,Image;StillImage,image/jpeg,MBMG Archives,mbmg217,en,In Copyright,https://rightsstatements.org/page/InC-EDU/1.0/?language=en,image,/objects/001_06_02_Beaverhead_Underground_Geologic_Plan_5885_Level_Hand_Mine.jpg,/objects/small/001_06_02_beaverhead_underground_geologic_plan_5885_level_hand_mine_sm.jpg,/objects/thumbs/001_06_02_beaverhead_underground_geologic_plan_5885_level_hand_mine_th.jpg,Abandoned
634,bea041,,Hand Mine,Argenta,,,Map,Map,,Geologic Map,Geologic Plan Map of Surface Hand Mine,"Geologic map on a contour map, Dillion Montana, N53000, E56000",,Image;StillImage,image/jpeg,MBMG Archives,mbmg217,en,In Copyright,https://rightsstatements.org/page/InC-EDU/1.0/?language=en,image,/objects/001_06_05_Beaverhead_Underground_Exploration_Development_Hand_Mine_5700_Level_1963.jpg,/objects/small/001_06_05_beaverhead_underground_exploration_development_hand_mine_5700_level_1963_sm.jpg,/objects/thumbs/001_06_05_beaverhead_underground_exploration_development_hand_mine_5700_level_1963_th.jpg,Abandoned
474,bea028,,Hand Mine,Argenta,,,Map,Map,,Cross Section Map,Cross Section N54440 Hand Mine Projection on Vertical Elevation Plane,"Elevation of 6000 feet, uses colored ink and is part of a larger collection of similar maps.",,Image;StillImage,image/jpeg,MBMG Archives,mbmg217,en,In Copyright,https://rightsstatements.org/page/InC-EDU/1.0/?language=en,image,/objects/001_06_06_Beaverhead_Shafer_Manganese_Prop_Plan_of_Discovery.jpg,/objects/small/001_06_06_beaverhead_shafer_manganese_prop_plan_of_discovery_sm.jpg,/objects/thumbs/001_06_06_beaverhead_shafer_manganese_prop_plan_of_discovery_th.jpg,Abandoned
635,bea042,,Hand Mine,Argenta,,,Map,Map,,Cross Section,Cross Section of N54440 Hand Mine,"One of several cross sections in Hand Mine, projected on Vertical E-b plane. Contains a mine shaft and No. 18 Vn",,Image;StillImage,image/jpeg,MBMG Archives,mbmg217,en,In Copyright,https://rightsstatements.org/page/InC-EDU/1.0/?language=en,image,/objects/001_06_07_Beaverhead_Underground_Cross_Section_N54440_Hand_Mine.jpg,/objects/small/001_06_07_beaverhead_underground_cross_section_n54440_hand_mine_sm.jpg,/objects/thumbs/001_06_07_beaverhead_underground_cross_section_n54440_hand_mine_th.jpg,Abandoned
636,bea043,,Hand Mine,Argenta,,,Map,Map,,Plan View Map,Plan 5806 Level Hand Mine,"Plan map with underground workings and geologic notes of surrounding rocks, N54000, E55600",,Image;StillImage,image/jpeg,MBMG Archives,mbmg217,en,In Copyright,https://rightsstatements.org/page/InC-EDU/1.0/?language=en,image,/objects/001_06_08_Beaverhead_Underground_Plan_5806_Level_Hand_Mine.jpg,/objects/small/001_06_08_beaverhead_underground_plan_5806_level_hand_mine_sm.jpg,/objects/thumbs/001_06_08_beaverhead_underground_plan_5806_level_hand_mine_th.jpg,Abandoned
